TP9,AF7,AF8,TP10,frontal_asymmetry,temporal_asymmetry,stress_label,participant_id,trial_number,timestamp
24.835707650561634,62.970994646370094,-30.38302237384717,-95.39037789386956,93.35401702021727,120.22608554443119,0,2126,2,2024-01-01 00:00:00
-6.913215058559233,41.6085157310746,-6.503340182198302,-43.01925053897509,48.1118559132729,36.10603548041586,0,2130,2,2024-01-01 00:00:01
32.38442690503462,2.6833666464078356,-35.658896444998256,-20.68027667108221,38.34226309140609,53.064703576116834,1,2116,1,2024-01-01 00:00:02
76.15149282040127,-29.112154996750824,-13.858268833756812,94.38438286700949,-15.253886162994013,-18.23289004660822,0,2107,4,2024-01-01 00:00:03
-11.707668736166799,31.42004911261155,-85.21266001292035,27.827656226687903,116.6327091255319,-39.5353249628547,1,2116,5,2024-01-01 00:00:04
-11.706847847459027,17.706842343978735,9.598216831782235,-66.77407845499455,8.1086255121965,55.06723060753552,0,2135,3,2024-01-01 00:00:05
78.96064077536957,40.283694901247955,0.05424639130009066,24.30181447088185,40.229448509947865,54.65882630448772,0,2116,1,2024-01-01 00:00:06
38.37173645764544,28.582731075688628,-36.76898839806858,-77.36519944691828,65.35171947375721,115.73693590456372,0,2112,5,2024-01-01 00:00:07
-23.473719296747607,47.229872189370084,29.66605507945823,54.134552694353665,17.563817109911856,-77.60827199110128,0,2135,5,2024-01-01 00:00:08
27.12800217929823,-24.08558452022556,42.190656193195125,-23.55623259089393,-66.27624071342069,50.68423477019216,0,2121,6,2024-01-01 00:00:09
-23.170884640623115,59.28273295354466,-72.34019389660384,-4.6818094369585435,131.6229268501485,-18.48907520366457,1,2136,2,2024-01-01 00:00:10
-23.28648767851284,8.891982211157984,-34.32261503547964,66.28983237710952,43.214597246637624,-89.57632005562236,0,2117,3,2024-01-01 00:00:11
12.098113578301707,93.38673926813695,-34.61140574042842,-64.3581784292125,127.99814500856536,76.45629200751421,0,2132,1,2024-01-01 00:00:12
-95.66401223288989,-31.013451814030553,-42.29563954989891,-69.85590925564956,11.282187735868355,-25.808102977240324,0,2106,2,2024-01-01 00:00:13
-86.24589162565164,78.11837114243622,37.32636788692868,-29.17996631730024,40.79200325550754,-57.065925308351396,1,2124,6,2024-01-01 00:00:14
-28.114376462048636,8.90598525581915,-8.722176244776158,51.91894255096583,17.628161500595308,-80.03331901301446,0,2127,6,2024-01-01 00:00:15
-50.64155601672119,-29.313810162650174,-11.903167858977485,-75.96730377384213,-17.410642303672688,25.325747757120944,0,2120,2,2024-01-01 00:00:16
15.712366629763693,-21.77486253244447,-90.17380639830391,-141.60777990552847,68.39894386585944,157.32014653529217,0,2125,4,2024-01-01 00:00:17
-45.401203776060555,-14.415628868744408,28.593811359415188,-22.55794292044994,-43.0094402281596,-22.843260855610616,0,2102,5,2024-01-01 00:00:18
-70.61518506676458,19.087467588086238,-55.766627768406266,27.58703999554602,74.85409535649251,-98.2022250623106,0,2109,1,2024-01-01 00:00:19
73.2824384460777,23.52759696159748,2.696968361984775,60.013087486941465,20.830628599612705,13.26935095913624,1,2128,1,2024-01-01 00:00:20
-11.288815024326784,-25.816500177236055,12.481962208118643,-23.15806810426995,-38.298462385354696,11.869253079943167,0,2138,1,2024-01-01 00:00:21
3.3764102343961917,-1.0959566517442278,61.229636812739294,-20.571330355800125,-62.325593464483525,23.947740590196318,0,2103,2,2024-01-01 00:00:22
-71.23740931067285,96.40216613753387,-58.89691796036004,57.69503671278737,155.2990840978939,-128.93244602346022,0,2120,4,2024-01-01 00:00:23
-27.21913622625913,77.73944265453201,-135.87804701193713,-93.48708498477103,213.61748966646914,66.26794875851189,1,2106,3,2024-01-01 00:00:24
5.546129485493304,19.634565135331442,8.273229513916268,-19.42603875915046,11.361335621415174,24.972168244643765,0,2139,6,2024-01-01 00:00:25
-57.54967887111514,1.710156517569013,81.02300316798842,9.521194496252887,-79.3128466504194,-67.07087336736802,0,2133,2,2024-01-01 00:00:26
18.784900917283597,5.401409702321759,55.75258588227468,22.46093606425171,-50.35117617995292,-3.6760351469681147,0,2101,3,2024-01-01 00:00:27
-30.03193449594025,27.60830877286875,9.43467368735816,-25.49033465954413,18.17363508551059,-4.54159983639612,0,2137,6,2024-01-01 00:00:28
-14.584687489663839,-46.02566543392825,-22.123628353442133,1.7220505852920676,-23.90203708048612,-16.306738074955906,0,2106,6,2024-01-01 00:00:29
-30.085330611469846,-11.581944184050531,36.32051684867896,-124.41636767064948,-47.90246103272949,94.33103705917964,0,2134,4,2024-01-01 00:00:30
92.61390922544689,-75.08628332449155,-43.80957898670109,-32.912420616692415,-31.276704337790456,125.5263298421393,0,2115,5,2024-01-01 00:00:31
-0.6748612368966957,17.965040517237565,21.43609962102986,22.67543562772337,-3.471059103792296,-23.350296864620066,0,2126,1,2024-01-01 00:00:32
-52.885546447794994,29.123817286623346,22.746157162498204,-49.114701712733975,6.377660124125143,-3.7708447350610186,0,2114,3,2024-01-01 00:00:33
